Nome: SAO SIMAO
Codigo Estacao: 83669
Latitude: -21.46111111
Longitude: -47.57944443
Altitude: 620.02
Situacao: Operante
Data Inicial: 2019-01-01
Data Final: 2023-09-08
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2019-10-11;5;9,6;0;33,4;26,24;19,4;56,75;40;,666667;
2019-10-12;5,5;9,7;0;36,5;26,88;19,4;59,25;42;,666667;
2019-10-13;5,2;9,9;0;37,4;27,94;18,8;51,25;34;0;
2019-10-14;8;10,1;0;37,6;27,82;18,2;46,5;35;,666667;
2019-10-15;9,7;6,9;0;35,1;26,38;20,2;52,5;36;1,666667;
2019-10-16;8,3;9,6;0;35,3;27,16;18,4;50;38;1;
2019-10-17;6,2;9,8;0;36,5;28,7;19,8;46,75;36;1;
2019-10-18;12,6;6,4;0;37,3;28,06;21,2;50,25;35;0;
2019-10-19;7;7,1;1,8;35,9;26,26;19,2;62;41;1;
2019-10-20;6,8;9,3;0;34,1;25,58;19,5;53,25;39;1,666667;
2019-10-21;8,1;,6;0;26,3;19,82;17,5;86;55;,333333;
2019-10-22;2,1;7;3,4;30,1;23,16;17,4;69;50;,666667;
2019-10-23;3,4;10,4;0;34,4;26,06;17,4;53,75;36;,333333;
2019-10-24;7,3;8,7;0;35,6;25,58;19,7;64,5;38;,666667;
2019-10-25;6,8;10,8;1,6;36,7;27,02;17,1;59;37;0;
2019-10-26;8,5;7,5;0;37,9;26,52;20,4;58,25;35;1;
2019-10-27;3;8,8;8,4;35,6;26,72;18;66,5;41;,333333;
2019-10-28;10,3;4,4;50;32,7;24,28;18;67,5;45;0;
2019-10-29;4,2;5,8;0;34,2;26,1;20,2;66;46;0;
2019-10-30;4,5;9,6;12,8;35;26;17,5;64,5;46;0;
2019-10-31;6;10,4;0;34,1;26,06;20,2;61,75;43;,666667;
2019-11-01;5;8,4;0;34,9;25,76;20,6;65;42;,666667;
2019-11-02;6;10;0;33,9;26,98;20,5;54,5;40;1;
2019-11-03;7,5;9,3;0;36,2;27,5;21,2;55,5;36;,666667;
